Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_3_261,VPWR,li1,128.3400,19.0400,1.800000
FILLER_3_249,VPWR,li1,122.8200,19.0400,1.800000
FILLER_3_237,VPWR,li1,117.3000,19.0400,1.800000
FILLER_3_225,VPWR,li1,111.7800,19.0400,1.800000
FILLER_3_223,VPWR,li1,108.3300,19.0400,1.800000
FILLER_3_217,VPWR,li1,106.7200,19.0400,1.800000
FILLER_3_205,VPWR,li1,102.5800,19.0400,1.800000
FILLER_3_193,VPWR,li1,97.0600,19.0400,1.800000
FILLER_3_181,VPWR,li1,91.5400,19.0400,1.800000
FILLER_3_169,VPWR,li1,86.0200,19.0400,1.800000
FILLER_3_167,VPWR,li1,82.5700,19.0400,1.800000
FILLER_3_161,VPWR,li1,80.9600,19.0400,1.800000
FILLER_3_149,VPWR,li1,76.8200,19.0400,1.800000
FILLER_3_137,VPWR,li1,71.3000,19.0400,1.800000
FILLER_3_125,VPWR,li1,65.7800,19.0400,1.800000
FILLER_3_113,VPWR,li1,60.2600,19.0400,1.800000
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.800000
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.800000
FILLER_3_93,VPWR,li1,51.0600,19.0400,1.800000
FILLER_3_81,VPWR,li1,45.5400,19.0400,1.800000
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.800000
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.800000
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.800000
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.800000
FILLER_3_39,VPWR,li1,26.2200,19.0400,1.800000
FILLER_3_27,VPWR,li1,20.7000,19.0400,1.800000
FILLER_3_15,VPWR,li1,15.1800,19.0400,1.800000
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_2_917,VPWR,li1,427.5700,19.0400,1.800000
FILLER_2_905,VPWR,li1,424.5800,19.0400,1.800000
FILLER_2_893,VPWR,li1,419.0600,19.0400,1.800000
FILLER_2_881,VPWR,li1,413.5400,19.0400,1.800000
FILLER_2_869,VPWR,li1,408.0200,19.0400,1.800000
FILLER_2_867,VPWR,li1,404.5700,19.0400,1.800000
FILLER_2_861,VPWR,li1,402.9600,19.0400,1.800000
FILLER_2_849,VPWR,li1,398.8200,19.0400,1.800000
FILLER_2_837,VPWR,li1,393.3000,19.0400,1.800000
FILLER_2_825,VPWR,li1,387.7800,19.0400,1.800000
FILLER_2_813,VPWR,li1,382.2600,19.0400,1.800000
FILLER_2_811,VPWR,li1,378.8100,19.0400,1.800000
FILLER_2_805,VPWR,li1,377.2000,19.0400,1.800000
FILLER_2_793,VPWR,li1,373.0600,19.0400,1.800000
FILLER_2_781,VPWR,li1,367.5400,19.0400,1.800000
FILLER_2_769,VPWR,li1,362.0200,19.0400,1.800000
FILLER_2_757,VPWR,li1,356.5000,19.0400,1.800000
FILLER_2_755,VPWR,li1,353.0500,19.0400,1.800000
FILLER_2_749,VPWR,li1,351.4400,19.0400,1.800000
FILLER_2_737,VPWR,li1,347.3000,19.0400,1.800000
FILLER_2_725,VPWR,li1,341.7800,19.0400,1.800000
FILLER_2_713,VPWR,li1,336.2600,19.0400,1.800000
FILLER_2_701,VPWR,li1,330.7400,19.0400,1.800000
FILLER_2_699,VPWR,li1,327.2900,19.0400,1.800000
FILLER_2_693,VPWR,li1,325.6800,19.0400,1.800000
FILLER_2_681,VPWR,li1,321.5400,19.0400,1.800000
FILLER_2_669,VPWR,li1,316.0200,19.0400,1.800000
FILLER_2_657,VPWR,li1,310.5000,19.0400,1.800000
FILLER_2_645,VPWR,li1,304.9800,19.0400,1.800000
FILLER_2_643,VPWR,li1,301.5300,19.0400,1.800000
FILLER_2_637,VPWR,li1,299.9200,19.0400,1.800000
FILLER_2_625,VPWR,li1,295.7800,19.0400,1.800000
FILLER_2_613,VPWR,li1,290.2600,19.0400,1.800000
FILLER_2_601,VPWR,li1,284.7400,19.0400,1.800000
FILLER_2_589,VPWR,li1,279.2200,19.0400,1.800000
FILLER_2_587,VPWR,li1,275.7700,19.0400,1.800000
FILLER_2_581,VPWR,li1,274.1600,19.0400,1.800000
FILLER_2_569,VPWR,li1,270.0200,19.0400,1.800000
FILLER_2_557,VPWR,li1,264.5000,19.0400,1.800000
FILLER_2_545,VPWR,li1,258.9800,19.0400,1.800000
FILLER_2_533,VPWR,li1,253.4600,19.0400,1.800000
FILLER_2_531,VPWR,li1,250.0100,19.0400,1.800000
FILLER_2_525,VPWR,li1,248.4000,19.0400,1.800000
FILLER_2_513,VPWR,li1,244.2600,19.0400,1.800000
FILLER_2_501,VPWR,li1,238.7400,19.0400,1.800000
FILLER_2_489,VPWR,li1,233.2200,19.0400,1.800000
FILLER_2_477,VPWR,li1,227.7000,19.0400,1.800000
FILLER_2_475,VPWR,li1,224.2500,19.0400,1.800000
FILLER_2_469,VPWR,li1,222.6400,19.0400,1.800000
FILLER_2_457,VPWR,li1,218.5000,19.0400,1.800000
FILLER_2_445,VPWR,li1,212.9800,19.0400,1.800000
FILLER_2_433,VPWR,li1,207.4600,19.0400,1.800000
FILLER_2_421,VPWR,li1,201.9400,19.0400,1.800000
FILLER_2_419,VPWR,li1,198.4900,19.0400,1.800000
FILLER_2_413,VPWR,li1,196.8800,19.0400,1.800000
FILLER_2_401,VPWR,li1,192.7400,19.0400,1.800000
FILLER_2_389,VPWR,li1,187.2200,19.0400,1.800000
FILLER_2_377,VPWR,li1,181.7000,19.0400,1.800000
FILLER_2_365,VPWR,li1,176.1800,19.0400,1.800000
FILLER_2_363,VPWR,li1,172.7300,19.0400,1.800000
FILLER_2_357,VPWR,li1,171.1200,19.0400,1.800000
FILLER_2_345,VPWR,li1,166.9800,19.0400,1.800000
FILLER_2_333,VPWR,li1,161.4600,19.0400,1.800000
FILLER_2_321,VPWR,li1,155.9400,19.0400,1.800000
FILLER_2_309,VPWR,li1,150.4200,19.0400,1.800000
FILLER_2_307,VPWR,li1,146.9700,19.0400,1.800000
FILLER_2_301,VPWR,li1,145.3600,19.0400,1.800000
FILLER_2_289,VPWR,li1,141.2200,19.0400,1.800000
FILLER_2_277,VPWR,li1,135.7000,19.0400,1.800000
FILLER_2_265,VPWR,li1,130.1800,19.0400,1.800000
FILLER_2_253,VPWR,li1,124.6600,19.0400,1.800000
FILLER_2_251,VPWR,li1,121.2100,19.0400,1.800000
FILLER_2_245,VPWR,li1,119.6000,19.0400,1.800000
FILLER_2_233,VPWR,li1,115.4600,19.0400,1.800000
FILLER_2_221,VPWR,li1,109.9400,19.0400,1.800000
FILLER_2_209,VPWR,li1,104.4200,19.0400,1.800000
FILLER_2_197,VPWR,li1,98.9000,19.0400,1.800000
FILLER_2_195,VPWR,li1,95.4500,19.0400,1.800000
FILLER_2_189,VPWR,li1,93.8400,19.0400,1.800000
FILLER_2_177,VPWR,li1,89.7000,19.0400,1.800000
FILLER_2_165,VPWR,li1,84.1800,19.0400,1.800000
FILLER_2_153,VPWR,li1,78.6600,19.0400,1.800000
FILLER_2_141,VPWR,li1,73.1400,19.0400,1.800000
FILLER_2_139,VPWR,li1,69.6900,19.0400,1.800000
FILLER_2_133,VPWR,li1,68.0800,19.0400,1.800000
FILLER_2_121,VPWR,li1,63.9400,19.0400,1.800000
FILLER_2_109,VPWR,li1,58.4200,19.0400,1.800000
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.800000
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.800000
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.800000
FILLER_2_77,VPWR,li1,42.3200,19.0400,1.800000
FILLER_2_65,VPWR,li1,38.1800,19.0400,1.800000
FILLER_2_53,VPWR,li1,32.6600,19.0400,1.800000
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.800000
FILLER_2_29,VPWR,li1,21.6200,19.0400,1.800000
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.800000
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.800000
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_1_909,VPWR,li1,426.4200,13.6000,1.800000
FILLER_1_897,VPWR,li1,420.9000,13.6000,1.800000
FILLER_1_895,VPWR,li1,417.4500,13.6000,1.800000
FILLER_1_889,VPWR,li1,415.8400,13.6000,1.800000
FILLER_1_877,VPWR,li1,411.7000,13.6000,1.800000
FILLER_1_865,VPWR,li1,406.1800,13.6000,1.800000
FILLER_1_853,VPWR,li1,400.6600,13.6000,1.800000
FILLER_1_841,VPWR,li1,395.1400,13.6000,1.800000
FILLER_1_839,VPWR,li1,391.6900,13.6000,1.800000
FILLER_1_833,VPWR,li1,390.0800,13.6000,1.800000
FILLER_1_821,VPWR,li1,385.9400,13.6000,1.800000
FILLER_1_809,VPWR,li1,380.4200,13.6000,1.800000
FILLER_1_797,VPWR,li1,374.9000,13.6000,1.800000
FILLER_1_785,VPWR,li1,369.3800,13.6000,1.800000
FILLER_1_783,VPWR,li1,365.9300,13.6000,1.800000
FILLER_1_777,VPWR,li1,364.3200,13.6000,1.800000
FILLER_1_765,VPWR,li1,360.1800,13.6000,1.800000
FILLER_1_753,VPWR,li1,354.6600,13.6000,1.800000
FILLER_1_741,VPWR,li1,349.1400,13.6000,1.800000
FILLER_1_729,VPWR,li1,343.6200,13.6000,1.800000
FILLER_1_727,VPWR,li1,340.1700,13.6000,1.800000
FILLER_1_721,VPWR,li1,338.5600,13.6000,1.800000
FILLER_1_709,VPWR,li1,334.4200,13.6000,1.800000
FILLER_1_697,VPWR,li1,328.9000,13.6000,1.800000
FILLER_1_685,VPWR,li1,323.3800,13.6000,1.800000
FILLER_1_673,VPWR,li1,317.8600,13.6000,1.800000
FILLER_1_671,VPWR,li1,314.4100,13.6000,1.800000
FILLER_1_665,VPWR,li1,312.8000,13.6000,1.800000
FILLER_1_653,VPWR,li1,308.6600,13.6000,1.800000
FILLER_1_641,VPWR,li1,303.1400,13.6000,1.800000
FILLER_1_629,VPWR,li1,297.6200,13.6000,1.800000
FILLER_1_617,VPWR,li1,292.1000,13.6000,1.800000
FILLER_1_615,VPWR,li1,288.6500,13.6000,1.800000
FILLER_1_609,VPWR,li1,287.0400,13.6000,1.800000
FILLER_1_597,VPWR,li1,282.9000,13.6000,1.800000
FILLER_1_585,VPWR,li1,277.3800,13.6000,1.800000
FILLER_1_573,VPWR,li1,271.8600,13.6000,1.800000
FILLER_1_561,VPWR,li1,266.3400,13.6000,1.800000
FILLER_1_559,VPWR,li1,262.8900,13.6000,1.800000
FILLER_1_553,VPWR,li1,261.2800,13.6000,1.800000
FILLER_1_541,VPWR,li1,257.1400,13.6000,1.800000
FILLER_1_529,VPWR,li1,251.6200,13.6000,1.800000
FILLER_1_517,VPWR,li1,246.1000,13.6000,1.800000
FILLER_1_505,VPWR,li1,240.5800,13.6000,1.800000
FILLER_1_503,VPWR,li1,237.1300,13.6000,1.800000
FILLER_1_497,VPWR,li1,235.5200,13.6000,1.800000
FILLER_1_485,VPWR,li1,231.3800,13.6000,1.800000
FILLER_1_473,VPWR,li1,225.8600,13.6000,1.800000
FILLER_1_461,VPWR,li1,220.3400,13.6000,1.800000
FILLER_1_449,VPWR,li1,214.8200,13.6000,1.800000
FILLER_1_447,VPWR,li1,211.3700,13.6000,1.800000
FILLER_1_441,VPWR,li1,209.7600,13.6000,1.800000
FILLER_1_429,VPWR,li1,205.6200,13.6000,1.800000
FILLER_1_417,VPWR,li1,200.1000,13.6000,1.800000
FILLER_1_405,VPWR,li1,194.5800,13.6000,1.800000
FILLER_1_393,VPWR,li1,189.0600,13.6000,1.800000
FILLER_1_391,VPWR,li1,185.6100,13.6000,1.800000
FILLER_1_385,VPWR,li1,184.0000,13.6000,1.800000
FILLER_1_373,VPWR,li1,179.8600,13.6000,1.800000
FILLER_1_361,VPWR,li1,174.3400,13.6000,1.800000
FILLER_1_349,VPWR,li1,168.8200,13.6000,1.800000
FILLER_1_337,VPWR,li1,163.3000,13.6000,1.800000
FILLER_1_335,VPWR,li1,159.8500,13.6000,1.800000
FILLER_1_329,VPWR,li1,158.2400,13.6000,1.800000
FILLER_1_317,VPWR,li1,154.1000,13.6000,1.800000
FILLER_1_305,VPWR,li1,148.5800,13.6000,1.800000
FILLER_1_293,VPWR,li1,143.0600,13.6000,1.800000
FILLER_1_281,VPWR,li1,137.5400,13.6000,1.800000
FILLER_1_279,VPWR,li1,134.0900,13.6000,1.800000
FILLER_1_273,VPWR,li1,132.4800,13.6000,1.800000
FILLER_1_261,VPWR,li1,128.3400,13.6000,1.800000
FILLER_1_249,VPWR,li1,122.8200,13.6000,1.800000
FILLER_1_237,VPWR,li1,117.3000,13.6000,1.800000
FILLER_1_225,VPWR,li1,111.7800,13.6000,1.800000
FILLER_1_223,VPWR,li1,108.3300,13.6000,1.800000
FILLER_1_217,VPWR,li1,106.7200,13.6000,1.800000
FILLER_1_205,VPWR,li1,102.5800,13.6000,1.800000
FILLER_1_193,VPWR,li1,97.0600,13.6000,1.800000
FILLER_1_181,VPWR,li1,91.5400,13.6000,1.800000
FILLER_1_169,VPWR,li1,86.0200,13.6000,1.800000
FILLER_1_167,VPWR,li1,82.5700,13.6000,1.800000
FILLER_1_161,VPWR,li1,80.9600,13.6000,1.800000
FILLER_1_149,VPWR,li1,76.8200,13.6000,1.800000
FILLER_1_137,VPWR,li1,71.3000,13.6000,1.800000
FILLER_1_125,VPWR,li1,65.7800,13.6000,1.800000
FILLER_1_113,VPWR,li1,60.2600,13.6000,1.800000
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.800000
FILLER_1_105,VPWR,li1,55.2000,13.6000,1.800000
FILLER_1_93,VPWR,li1,51.0600,13.6000,1.800000
FILLER_1_81,VPWR,li1,45.5400,13.6000,1.800000
FILLER_1_69,VPWR,li1,40.0200,13.6000,1.800000
FILLER_1_57,VPWR,li1,34.5000,13.6000,1.800000
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.800000
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.800000
FILLER_1_39,VPWR,li1,26.2200,13.6000,1.800000
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.800000
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.800000
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.800000
FILLER_0_920,VPWR,li1,428.9500,13.6000,1.800000
FILLER_0_914,VPWR,li1,427.3400,13.6000,1.800000
FILLER_0_902,VPWR,li1,423.2000,13.6000,1.800000
FILLER_0_897,VPWR,li1,418.6000,13.6000,1.800000
FILLER_0_895,VPWR,li1,417.4500,13.6000,1.800000
FILLER_0_888,VPWR,li1,414.9200,13.6000,1.800000
FILLER_0_881,VPWR,li1,411.7000,13.6000,1.800000
FILLER_0_877,VPWR,li1,409.1700,13.6000,1.800000
FILLER_0_869,VPWR,li1,407.1000,13.6000,1.800000
FILLER_0_865,VPWR,li1,404.1100,13.6000,1.800000
FILLER_0_853,VPWR,li1,400.6600,13.6000,1.800000
FILLER_0_841,VPWR,li1,395.1400,13.6000,1.800000
FILLER_0_837,VPWR,li1,391.2300,13.6000,1.800000
FILLER_0_825,VPWR,li1,387.7800,13.6000,1.800000
FILLER_0_813,VPWR,li1,382.2600,13.6000,1.800000
FILLER_0_811,VPWR,li1,378.8100,13.6000,1.800000
FILLER_0_805,VPWR,li1,376.5100,13.6000,1.800000
FILLER_0_797,VPWR,li1,373.9800,13.6000,1.800000
FILLER_0_785,VPWR,li1,369.3800,13.6000,1.800000
FILLER_0_781,VPWR,li1,365.4700,13.6000,1.800000
FILLER_0_769,VPWR,li1,362.0200,13.6000,1.800000
FILLER_0_757,VPWR,li1,356.5000,13.6000,1.800000
FILLER_0_753,VPWR,li1,352.5900,13.6000,1.800000
FILLER_0_741,VPWR,li1,349.1400,13.6000,1.800000
FILLER_0_729,VPWR,li1,343.6200,13.6000,1.800000
FILLER_0_725,VPWR,li1,339.7100,13.6000,1.800000
FILLER_0_713,VPWR,li1,336.2600,13.6000,1.800000
FILLER_0_701,VPWR,li1,330.7400,13.6000,1.800000
FILLER_0_692,VPWR,li1,325.6800,13.6000,1.800000
FILLER_0_685,VPWR,li1,321.5400,13.6000,1.800000
FILLER_0_681,VPWR,li1,319.0100,13.6000,1.800000
FILLER_0_673,VPWR,li1,316.9400,13.6000,1.800000
FILLER_0_669,VPWR,li1,313.9500,13.6000,1.800000
FILLER_0_657,VPWR,li1,310.5000,13.6000,1.800000
FILLER_0_645,VPWR,li1,304.9800,13.6000,1.800000
FILLER_0_641,VPWR,li1,301.0700,13.6000,1.800000
FILLER_0_629,VPWR,li1,297.6200,13.6000,1.800000
FILLER_0_617,VPWR,li1,292.1000,13.6000,1.800000
FILLER_0_613,VPWR,li1,288.1900,13.6000,1.800000
FILLER_0_601,VPWR,li1,284.7400,13.6000,1.800000
FILLER_0_589,VPWR,li1,279.2200,13.6000,1.800000
FILLER_0_585,VPWR,li1,275.3100,13.6000,1.800000
FILLER_0_573,VPWR,li1,271.8600,13.6000,1.800000
FILLER_0_561,VPWR,li1,266.3400,13.6000,1.800000
FILLER_0_557,VPWR,li1,262.4300,13.6000,1.800000
FILLER_0_545,VPWR,li1,258.9800,13.6000,1.800000
FILLER_0_533,VPWR,li1,253.4600,13.6000,1.800000
FILLER_0_529,VPWR,li1,249.5500,13.6000,1.800000
FILLER_0_517,VPWR,li1,246.1000,13.6000,1.800000
FILLER_0_505,VPWR,li1,240.5800,13.6000,1.800000
FILLER_0_501,VPWR,li1,236.6700,13.6000,1.800000
FILLER_0_489,VPWR,li1,233.2200,13.6000,1.800000
FILLER_0_477,VPWR,li1,227.7000,13.6000,1.800000
FILLER_0_473,VPWR,li1,223.7900,13.6000,1.800000
FILLER_0_461,VPWR,li1,220.3400,13.6000,1.800000
FILLER_0_449,VPWR,li1,214.8200,13.6000,1.800000
FILLER_0_445,VPWR,li1,210.9100,13.6000,1.800000
FILLER_0_433,VPWR,li1,207.4600,13.6000,1.800000
FILLER_0_421,VPWR,li1,201.9400,13.6000,1.800000
FILLER_0_417,VPWR,li1,198.0300,13.6000,1.800000
FILLER_0_405,VPWR,li1,194.5800,13.6000,1.800000
FILLER_0_393,VPWR,li1,189.0600,13.6000,1.800000
FILLER_0_389,VPWR,li1,185.1500,13.6000,1.800000
FILLER_0_377,VPWR,li1,181.7000,13.6000,1.800000
FILLER_0_365,VPWR,li1,176.1800,13.6000,1.800000
FILLER_0_361,VPWR,li1,172.2700,13.6000,1.800000
FILLER_0_349,VPWR,li1,168.8200,13.6000,1.800000
FILLER_0_337,VPWR,li1,163.3000,13.6000,1.800000
FILLER_0_333,VPWR,li1,159.3900,13.6000,1.800000
FILLER_0_321,VPWR,li1,155.9400,13.6000,1.800000
FILLER_0_309,VPWR,li1,150.4200,13.6000,1.800000
FILLER_0_305,VPWR,li1,146.5100,13.6000,1.800000
FILLER_0_293,VPWR,li1,143.0600,13.6000,1.800000
FILLER_0_281,VPWR,li1,137.5400,13.6000,1.800000
FILLER_0_277,VPWR,li1,133.6300,13.6000,1.800000
FILLER_0_265,VPWR,li1,130.1800,13.6000,1.800000
FILLER_0_253,VPWR,li1,124.6600,13.6000,1.800000
FILLER_0_249,VPWR,li1,120.7500,13.6000,1.800000
FILLER_0_237,VPWR,li1,117.3000,13.6000,1.800000
FILLER_0_225,VPWR,li1,111.7800,13.6000,1.800000
FILLER_0_221,VPWR,li1,107.8700,13.6000,1.800000
FILLER_0_209,VPWR,li1,104.4200,13.6000,1.800000
FILLER_0_197,VPWR,li1,98.9000,13.6000,1.800000
FILLER_0_193,VPWR,li1,94.9900,13.6000,1.800000
FILLER_0_181,VPWR,li1,91.5400,13.6000,1.800000
FILLER_0_169,VPWR,li1,86.0200,13.6000,1.800000
FILLER_0_165,VPWR,li1,82.1100,13.6000,1.800000
FILLER_0_153,VPWR,li1,78.6600,13.6000,1.800000
FILLER_0_141,VPWR,li1,73.1400,13.6000,1.800000
FILLER_0_138,VPWR,li1,69.4600,13.6000,1.800000
FILLER_0_130,VPWR,li1,67.1600,13.6000,1.800000
FILLER_0_118,VPWR,li1,62.5600,13.6000,1.800000
FILLER_0_113,VPWR,li1,57.9600,13.6000,1.800000
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.800000
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.800000
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.800000
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.800000
FILLER_0_69,VPWR,li1,40.0200,13.6000,1.800000
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.800000
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.800000
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.800000
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.800000
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.800000
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.800000
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.800000
ANTENNA_17,VPWR,li1,137.5400,29.9200,1.799915
ANTENNA_16,VPWR,li1,126.9600,35.3600,1.799890
ANTENNA_15,VPWR,li1,360.6400,242.0800,1.799794
ANTENNA_14,VPWR,li1,425.5000,171.3600,1.799571
ANTENNA_13,VPWR,li1,418.1400,127.8400,1.799573
ANTENNA_12,VPWR,li1,426.8800,231.2000,1.799580
ANTENNA_11,VPWR,li1,228.6200,247.5200,1.798361
ANTENNA_10,VPWR,li1,265.8800,171.3600,1.797970
ANTENNA_9,VPWR,li1,212.5200,165.9200,1.796120
ANTENNA_8,VPWR,li1,152.7200,29.9200,1.799926
ANTENNA_7,VPWR,li1,257.1400,307.3600,1.799567
ANTENNA_6,VPWR,li1,212.9800,171.3600,1.796769
ANTENNA_5,VPWR,li1,48.3000,416.1600,1.799900
ANTENNA_4,VPWR,li1,7.3600,345.4400,1.799948
ANTENNA_3,VPWR,li1,362.9400,252.9600,1.799716
ANTENNA_2,VPWR,li1,386.4000,247.5200,1.799680
ANTENNA_1,VPWR,li1,392.8400,263.8400,1.799766
hold923,VPWR,li1,333.0400,280.1600,1.799837
hold922,VPWR,li1,325.6800,204.0000,1.799689
hold921,VPWR,li1,96.6000,285.6000,1.799654
hold920,VPWR,li1,283.3600,394.4000,1.799844
hold919,VPWR,li1,23.4600,394.4000,1.799972
hold918,VPWR,li1,333.0400,204.0000,1.799725
hold917,VPWR,li1,85.1000,356.3200,1.799785
hold916,VPWR,li1,82.3400,361.7600,1.799834
hold915,VPWR,li1,29.4400,340.0000,1.799938
hold914,VPWR,li1,41.8600,334.5600,1.799773
hold913,VPWR,li1,334.4200,242.0800,1.799865
hold912,VPWR,li1,46.4600,350.8800,1.799886
hold911,VPWR,li1,298.5400,383.5200,1.799894
hold910,VPWR,li1,85.1000,323.6800,1.799737
hold909,VPWR,li1,47.8400,323.6800,1.799829
hold908,VPWR,li1,85.5600,329.1200,1.799804
hold907,VPWR,li1,171.1200,263.8400,1.799772
hold906,VPWR,li1,92.0000,296.4800,1.799638
hold905,VPWR,li1,68.0800,329.1200,1.799835
hold904,VPWR,li1,20.7000,367.2000,1.799961
hold903,VPWR,li1,162.8400,252.9600,1.799656
hold902,VPWR,li1,66.7000,367.2000,1.799820
hold901,VPWR,li1,100.7400,361.7600,1.799817
hold900,VPWR,li1,343.6200,225.7600,1.799710
hold899,VPWR,li1,247.0200,432.4800,1.799922
hold898,VPWR,li1,164.2200,258.4000,1.799704
hold897,VPWR,li1,44.1600,329.1200,1.799890
hold896,VPWR,li1,172.5000,269.2800,1.799722
hold895,VPWR,li1,325.6800,198.5600,1.799800
hold894,VPWR,li1,329.8200,198.5600,1.799810
hold893,VPWR,li1,107.6400,378.0800,1.799806
hold892,VPWR,li1,176.1800,269.2800,1.799712
hold891,VPWR,li1,20.7000,285.6000,1.799936
hold890,VPWR,li1,284.2800,285.6000,1.799742
hold889,VPWR,li1,101.6600,296.4800,1.799623
hold888,VPWR,li1,94.3000,296.4800,1.799634
hold887,VPWR,li1,165.6000,258.4000,1.799704
hold886,VPWR,li1,102.1200,345.4400,1.799758
hold885,VPWR,li1,273.7000,388.9600,1.799805
hold884,VPWR,li1,168.3600,231.2000,1.799416
hold883,VPWR,li1,324.7600,252.9600,1.799795
hold882,VPWR,li1,293.4800,427.0400,1.799877
hold881,VPWR,li1,315.1000,258.4000,1.799789
hold880,VPWR,li1,33.5800,350.8800,1.799918
hold879,VPWR,li1,174.8000,263.8400,1.799781
hold878,VPWR,li1,184.4600,274.7200,1.799559
hold877,VPWR,li1,329.8200,214.8800,1.799835
hold876,VPWR,li1,172.0400,258.4000,1.799760
hold875,VPWR,li1,72.6800,285.6000,1.799707
hold874,VPWR,li1,27.1400,356.3200,1.799902
hold873,VPWR,li1,337.1800,236.6400,1.799789
hold872,VPWR,li1,333.5000,236.6400,1.799798
hold871,VPWR,li1,271.8600,269.2800,1.799210
hold870,VPWR,li1,25.7600,340.0000,1.799952
hold869,VPWR,li1,40.9400,334.5600,1.799773
hold868,VPWR,li1,311.4200,258.4000,1.799762
hold867,VPWR,li1,52.9000,329.1200,1.799868
hold866,VPWR,li1,311.8800,432.4800,1.799967
hold865,VPWR,li1,110.8600,378.0800,1.799806
hold864,VPWR,li1,20.7000,340.0000,1.799964
hold863,VPWR,li1,273.7000,116.9600,1.799007
hold862,VPWR,li1,79.1200,329.1200,1.799815
hold861,VPWR,li1,91.0800,340.0000,1.799807
hold860,VPWR,li1,340.8600,247.5200,1.799748
hold859,VPWR,li1,299.9200,388.9600,1.799856
hold858,VPWR,li1,275.0800,149.6000,1.797515
hold857,VPWR,li1,279.2200,149.6000,1.797666
hold856,VPWR,li1,270.0200,155.0400,1.798873
hold855,VPWR,li1,278.3000,149.6000,1.797591
hold854,VPWR,li1,85.1000,274.7200,1.799666
hold853,VPWR,li1,79.5800,323.6800,1.799742
hold852,VPWR,li1,274.1600,176.8000,1.797361
hold851,VPWR,li1,267.7200,165.9200,1.797649
hold850,VPWR,li1,266.3400,432.4800,1.799931
hold849,VPWR,li1,345.9200,269.2800,1.799809
hold848,VPWR,li1,286.5800,258.4000,1.799638
hold847,VPWR,li1,291.1800,263.8400,1.799422
hold846,VPWR,li1,316.9400,427.0400,1.799924
hold845,VPWR,li1,175.7200,432.4800,1.799962
hold844,VPWR,li1,270.0200,182.2400,1.798785
hold843,VPWR,li1,265.8800,176.8000,1.797043
hold842,VPWR,li1,16.1000,350.8800,1.799958
hold841,VPWR,li1,347.7600,236.6400,1.799767
hold840,VPWR,li1,272.7800,247.5200,1.798884
hold839,VPWR,li1,277.3800,258.4000,1.799597
hold838,VPWR,li1,342.7000,209.4400,1.799724
hold837,VPWR,li1,275.0800,176.8000,1.797361
hold836,VPWR,li1,287.0400,176.8000,1.797849
hold835,VPWR,li1,280.1400,187.6800,1.799652
hold834,VPWR,li1,295.7800,193.1200,1.799669
hold833,VPWR,li1,282.4400,171.3600,1.798399
hold832,VPWR,li1,287.0400,171.3600,1.798507
hold831,VPWR,li1,22.5400,345.4400,1.799952
hold830,VPWR,li1,287.9600,198.5600,1.799459
hold829,VPWR,li1,283.8200,204.0000,1.798848
hold828,VPWR,li1,271.4000,165.9200,1.797776
hold827,VPWR,li1,273.7000,160.4800,1.797042
hold826,VPWR,li1,276.9200,165.9200,1.797926
hold825,VPWR,li1,298.0800,165.9200,1.798623
hold824,VPWR,li1,281.0600,258.4000,1.799614
hold823,VPWR,li1,293.0200,252.9600,1.799459
hold822,VPWR,li1,330.7400,252.9600,1.799834
hold821,VPWR,li1,89.7000,307.3600,1.799695
hold820,VPWR,li1,278.3000,231.2000,1.799070
hold819,VPWR,li1,280.6000,220.3200,1.798735
hold818,VPWR,li1,16.5600,350.8800,1.799958
hold817,VPWR,li1,183.0800,269.2800,1.799593
